作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
ログイン,2020-09-25 20:31:08,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-09-25 20:47:08,yuko03981k,監修者,35,茨城県,水戸市,,,,,
顔登録,2020-09-25 21:20:26,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-09-25 21:20:26,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログアウト,2020-09-25 21:21:26,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-09-25 21:21:54,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログアウト,2020-09-25 21:44:05,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-09-25 21:44:58,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-09-25 23:19:56,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-09-25 23:51:49,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-09-26 09:37:31,martina03721,一般,10,青森県,黒石市,,,,,
顔認証失敗,2020-09-26 09:41:05,keiko03851k,監修者,52,青森県,黒石市,,,,,
顔認証失敗,2020-09-26 09:41:23,keiko03851k,監修者,52,青森県,黒石市,,,,,
顔認証成功,2020-09-26 09:43:10,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2020-09-26 09:44:27,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログアウト,2020-09-26 09:58:57,martina03721,一般,10,青森県,黒石市,,,,,
ログイン,2020-09-26 10:14:34,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
顔登録,2020-09-26 10:16:46,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-09-26 10:16:46,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
基本情報更新,2020-09-26 10:18:31,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-09-26 10:43:24,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
会費支払い,2020-09-26 13:47:32,remi05581,一般,12,神奈川県,平塚市,,月1回払い,100,2020-11-09,
入会初ログイン,2020-09-26 13:48:48,remi05581,一般,12,神奈川県,平塚市,,127人,,,
顔登録,2020-09-26 13:50:57,remi05581,一般,12,神奈川県,平塚市,,,,,
ログイン,2020-09-26 13:50:57,remi05581,一般,12,神奈川県,平塚市,,,,,
顔認証成功,2020-09-26 13:56:54,Tae01351,一般,35,神奈川県,藤沢市,,,,,
顔認証失敗,2020-09-26 13:58:46,Tae01351,一般,35,神奈川県,藤沢市,,,,,
顔認証成功,2020-09-26 13:58:58,Tae01351,一般,35,神奈川県,藤沢市,,,,,
顔認証成功,2020-09-26 13:59:51,Tae01351,一般,35,神奈川県,藤沢市,,,,,
ログアウト,2020-09-26 14:15:07,remi05581,一般,12,神奈川県,平塚市,,,,,
ログイン,2020-09-27 12:19:08,tomomi0148,一般,52,神奈川県,横浜市旭区,,,,,
ログアウト,2020-09-27 12:26:06,tomomi0148,一般,52,神奈川県,横浜市旭区,,,,,
ログイン,2020-09-27 12:26:19,shota04572,一般,7,神奈川県,座間市,,,,,
顔認証成功,2020-09-27 12:28:45,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
顔認証成功,2020-09-27 12:30:28,masayuki06802,一般,51,神奈川県,横浜市旭区,,,,,
ログアウト,2020-09-27 13:42:00,shota04572,生徒,7,神奈川県,座間市,,,,,
ログイン,2020-09-27 21:39:22,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-09-27 23:24:43,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-09-30 15:23:27,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログアウト,2020-09-30 15:23:34,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-10-01 17:02:59,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-01 17:42:33,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-04 14:15:56,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-04 14:17:06,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-04 21:18:57,takashi06652,一般,8,神奈川県,藤沢市,,,,,
ログアウト,2020-10-04 22:34:34,takashi06652,生徒,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-04 22:34:53,Rumi08201k,監修者,30,鳥取県,境港市,,,,,
ログアウト,2020-10-04 22:36:23,Rumi08201k,監修者,30,鳥取県,境港市,,,,,
ログイン,2020-10-04 22:36:40,mina09551s,教職員,35,,,yonosho6840043,,,,
ログアウト,2020-10-04 22:37:39,mina09551s,教職員,35,,,yonosho6840043,,,,
ログイン,2020-10-04 22:37:56,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログイン,2020-10-04 22:39:20,kenta07641,一般,9,鳥取県,境港市,,,,,
ログイン,2020-10-04 22:52:46,shuhei02212,生徒,9,鳥取県,境港市,yonosho6840043,,,,
ログイン,2020-10-04 22:52:46,shuhei02212,一般,9,鳥取県,境港市,,,,,
ログアウト,2020-10-04 23:39:33,shuhei02212,生徒,9,鳥取県,境港市,,,,,
ログアウト,2020-10-04 23:39:33,kenta07641,生徒,9,鳥取県,境港市,,,,,
ログイン,2020-10-04 23:41:02,kenta07641,一般,9,鳥取県,境港市,,,,,
ログイン,2020-10-04 23:42:17,shuhei02212,一般,9,鳥取県,境港市,,,,,
ログアウト,2020-10-04 23:44:46,shuhei02212,生徒,9,鳥取県,境港市,,,,,
ログイン,2020-10-04 23:55:05,shuhei02212,一般,9,鳥取県,境港市,,,,,
ログアウト,2020-10-05 00:16:05,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログイン,2020-10-05 00:17:23,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログアウト,2020-10-05 00:17:44,yuko03981k,監修者,35,茨城県,水戸市,,,,,
ログイン,2020-10-05 00:17:50,Rumi08201k,監修者,30,鳥取県,境港市,,,,,
ログアウト,2020-10-05 00:18:06,Rumi08201k,監修者,30,鳥取県,境港市,,,,,
ログイン,2020-10-05 00:18:16,chinatsu09291s,教職員,32,,,nanamatsu2510043,,,,
ログアウト,2020-10-05 00:18:21,chinatsu09291s,教職員,32,,,nanamatsu2510043,,,,
ログイン,2020-10-05 00:18:29,takashi06652,一般,8,神奈川県,藤沢市,,,,,
ログアウト,2020-10-05 00:18:32,takashi06652,生徒,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-05 00:18:43,eiko01861s,教職員,44,神奈川県,藤沢市,nanamatsu2510043,,,,
ログアウト,2020-10-05 00:18:49,eiko01861s,教職員,44,神奈川県,藤沢市,nanamatsu2510043,,,,
ログイン,2020-10-05 00:19:31,kenichi04032s,教職員,60,qqq,www,kuzuharalilysho2520822,,,,
ログアウト,2020-10-05 00:19:36,kenichi04032s,教職員,60,qqq,www,kuzuharalilysho2520822,,,,
ログイン,2020-10-05 00:19:49,mina09551s,教職員,35,,,yonosho6840043,,,,
ログアウト,2020-10-05 00:19:52,mina09551s,教職員,35,,,yonosho6840043,,,,
ログイン,2020-10-05 00:20:00,alex05342,一般,30,0,0,,,,,
ログアウト,2020-10-05 00:20:05,alex05342,一般,30,0,0,,,,,
ログイン,2020-10-05 00:20:39,suzue01811,一般,8,神奈川県,藤沢市,,,,,
ログアウト,2020-10-05 00:20:45,suzue01811,生徒,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-05 00:20:54,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-05 00:25:50,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-05 00:26:02,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログアウト,2020-10-05 00:28:11,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログイン,2020-10-05 00:28:28,mina09551k,監修者,35,鳥取県,境港市,,,,,
ログアウト,2020-10-05 00:28:58,mina09551k,監修者,35,鳥取県,境港市,,,,,
ログイン,2020-10-05 00:31:16,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログアウト,2020-10-05 00:32:38,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログイン,2020-10-05 00:33:09,mina09551s,教職員,35,,,yonosho6840043,,,,
ログイン,2020-10-05 00:35:13,shuhei02212,一般,9,鳥取県,境港市,,,,,
顔登録,2020-10-05 00:37:44,shuhei02212,生徒,9,鳥取県,境港市,yonosho6840043,,,,
ログイン,2020-10-05 00:37:44,shuhei02212,生徒,9,鳥取県,境港市,yonosho6840043,,,,
ログアウト,2020-10-05 00:38:37,mina09551s,教職員,35,,,yonosho6840043,,,,
ログイン,2020-10-05 00:38:47,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログアウト,2020-10-05 00:40:53,shuhei02212,生徒,9,鳥取県,境港市,,,,,
ログアウト,2020-10-05 00:42:54,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログイン,2020-10-05 00:42:58,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログアウト,2020-10-05 00:49:20,shuhei02212,生徒,9,鳥取県,境港市,,,,,
ログアウト,2020-10-05 00:49:20,kenta07641,生徒,9,鳥取県,境港市,,,,,
ログアウト,2020-10-05 01:02:35,ryota0402s,教職員,34,,,yonosho6840043,,,,
ログイン,2020-10-05 01:05:07,suzue01811,一般,8,神奈川県,藤沢市,,,,,
ログアウト,2020-10-05 01:05:11,suzue01811,生徒,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-05 01:05:17,eiko01861s,教職員,44,神奈川県,藤沢市,nanamatsu2510043,,,,
ログアウト,2020-10-05 01:05:41,eiko01861s,教職員,44,神奈川県,藤沢市,nanamatsu2510043,,,,
ログイン,2020-10-05 01:05:49,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-05 02:05:35,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 02:15:03,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 05:05:12,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 15:03:29,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 16:38:56,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 16:47:09,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 16:47:56,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-06 20:31:43,shuhei07142,一般,8,神奈川県,藤沢市,,,,,
ログイン,2020-10-07 16:21:38,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-07 23:25:46,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-11 17:02:53,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-11 21:47:28,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログアウト,2020-10-12 01:00:45,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログイン,2020-10-12 16:20:50,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-12 19:51:11,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-13 00:21:36,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-13 00:22:46,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-15 02:37:02,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログイン,2020-10-17 14:49:22,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-17 20:33:43,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-18 09:20:46,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-18 09:23:01,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-18 23:35:09,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-18 23:50:17,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-18 23:50:53,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-18 23:51:54,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-18 23:52:28,keiko03851k,監修者,52,青森県,黒石市,,,,,
ログアウト,2020-10-18 23:53:29,keiko03851k,監修者,52,青森県,黒石市,,,,,
ログイン,2020-10-18 23:54:03,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログアウト,2020-10-19 00:41:55,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログイン,2020-10-20 03:33:42,keiko03851k,監修者,52,青森県,黒石市,,,,,
ログイン,2020-10-21 20:53:14,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 20:54:44,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 20:56:22,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 21:42:21,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 21:43:24,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:10:22,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:11:21,kumiko01731,一般,79,神奈川県,厚木市,,,,,
ログアウト,2020-10-21 22:13:45,kumiko01731,一般,79,神奈川県,厚木市,,,,,
ログイン,2020-10-21 22:14:03,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:15:43,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:16:04,kumiko01731,一般,79,神奈川県,厚木市,,,,,
ログアウト,2020-10-21 22:17:58,kumiko01731,一般,79,神奈川県,厚木市,,,,,
ログイン,2020-10-21 22:18:21,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:32:35,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:35:30,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:38:59,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:44:36,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:46:09,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:48:37,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:51:25,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:51:59,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-21 22:58:14,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 22:58:45,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-21 23:49:33,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-22 00:16:24,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-22 00:25:13,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-22 12:23:07,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-22 12:46:47,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-22 17:32:59,momoka01361c,著者,28,福岡県,大牟田市,,,,,
顔登録,2020-10-22 18:30:00,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログイン,2020-10-22 18:30:00,momoka01361c,著者,28,福岡県,大牟田市,,,,,
顔認証成功,2020-10-22 18:30:20,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2020-10-22 18:31:04,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログアウト,2020-10-22 18:50:09,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログイン,2020-10-22 23:45:07,tomomi02261,一般,8,神奈川県,藤沢市,,,,,
顔登録,2020-10-22 23:46:51,tomomi02261,生徒,8,神奈川県,藤沢市,nanamatsu2510043,,,,
ログイン,2020-10-22 23:46:51,tomomi02261,生徒,8,神奈川県,藤沢市,nanamatsu2510043,,,,
ログアウト,2020-10-23 00:32:11,tomomi02261,生徒,8,神奈川県,藤沢市,,,,,
基本情報更新,2020-10-23 16:10:34,yukari88001k,一般,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-23 20:48:06,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
顔登録,2020-10-23 21:04:30,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-23 21:04:30,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-23 21:15:18,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-23 21:17:56,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 11:49:12,Tae01351,一般,35,神奈川県,藤沢市,,,,,
顔認証成功,2020-10-24 11:53:13,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログアウト,2020-10-24 11:56:13,Tae01351,一般,35,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 11:59:50,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 12:09:44,keita04622,一般,52,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 12:14:17,keita04622,一般,52,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 12:36:12,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 12:36:58,yasushi08262,一般,84,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 12:38:06,yasushi08262,一般,84,神奈川県,厚木市,,,,,
ログイン,2020-10-24 12:40:51,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログアウト,2020-10-24 12:41:30,junnosuke02742k,監修者,22,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 12:42:18,keita04622,一般,52,神奈川県,厚木市,,,,,
ログイン,2020-10-24 12:43:18,remi05581,一般,12,神奈川県,平塚市,,,,,
ログアウト,2020-10-24 12:44:57,remi05581,一般,12,神奈川県,平塚市,,,,,
ログイン,2020-10-24 12:45:42,ayumi04041s,教職員,42,神奈川県,藤沢市,nishiashigarasho2500105,,,,
ログアウト,2020-10-24 12:46:09,ayumi04041s,教職員,42,神奈川県,藤沢市,nishiashigarasho2500105,,,,
ログイン,2020-10-24 12:47:24,masami03431,一般,49,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 12:47:55,masami03431,一般,49,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 12:59:06,keita04622,一般,52,神奈川県,厚木市,,,,,
ログイン,2020-10-24 12:59:41,masami03431,一般,49,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 13:05:12,masami03431,一般,49,神奈川県,厚木市,,,,,
ログイン,2020-10-24 13:05:46,masami03431,一般,49,神奈川県,厚木市,,,,,
ログイン,2020-10-24 13:06:59,keita04622,一般,52,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 13:07:25,keita04622,一般,52,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 13:07:36,masami03431,一般,49,神奈川県,厚木市,,,,,
ログイン,2020-10-24 13:07:55,masami03431,一般,49,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 13:08:49,masami03431,一般,49,神奈川県,厚木市,,,,,
ログイン,2020-10-24 13:09:36,hiromi02961k,監修者,58,神奈川県,藤沢市,,,,,
ログアウト,2020-10-24 13:12:02,hiromi02961k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 13:12:38,hiromi02961k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 13:28:10,keita04622,一般,52,神奈川県,厚木市,,,,,
ログアウト,2020-10-24 13:32:48,hiromi02961k,監修者,58,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 13:33:34,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-24 13:53:40,keita04622,一般,52,神奈川県,厚木市,,,,,
ログイン,2020-10-24 13:57:32,nao09351,一般,8,神奈川県,横浜市緑区,,,,,
顔認証成功,2020-10-24 14:01:25,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2020-10-24 14:02:37,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
顔認証成功,2020-10-24 14:42:59,Tae01351,一般,35,神奈川県,藤沢市,,,,,
ログアウト,2020-10-24 14:51:03,nao09351,生徒,8,神奈川県,横浜市緑区,,,,,
ログイン,2020-10-24 14:52:09,shun082,一般,10,神奈川県,藤沢市,,,,,
顔認証成功,2020-10-24 14:54:30,mariko06981k,監修者,58,長野県,東筑摩郡麻績村,,,,,
ログアウト,2020-10-24 14:56:03,shun082,一般,10,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 22:57:23,shun082,一般,10,神奈川県,藤沢市,,,,,
ログアウト,2020-10-24 22:59:13,shun082,一般,10,神奈川県,藤沢市,,,,,
ログイン,2020-10-24 22:59:28,nao09351,一般,8,神奈川県,横浜市緑区,,,,,
ログアウト,2020-10-24 23:15:36,nao09351,生徒,8,神奈川県,横浜市緑区,,,,,
ログイン,2020-10-24 23:17:04,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログアウト,2020-10-24 23:34:44,yukari05831k,監修者,57,神奈川県,藤沢市,,,,,
ログイン,2020-10-29 08:47:56,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログイン,2020-10-29 17:55:27,momoka01361c,著者,28,福岡県,大牟田市,,,,,
ログイン,2020-11-05 17:46:18,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
ログアウト,2020-11-05 17:52:55,atsushi02582s,教職員,41,神奈川県,小田原市,nishiashigarasho2500105,,,,
